review_user_id,review_user_name,num_reviews,unique_municipalities,num_responses
117911980868603338649,Louis Heck,6,2,0
103176657256949461670,Jake Simpson,6,6,0
107189967918923093802,B ES,6,5,1
104330074742259869843,Mike Smith,6,5,1
105236334549763486089,jason brent krady,6,2,0
107071132610339645908,Jason Diggy Clark,6,3,1
108616066175108137002,Timothy Koller,6,6,0
105621110682555014451,Jim Feniello,6,4,0
100895860720824875058,Gill Cornwall,6,6,0
105549715136482217253,Matthew Kelch,6,5,2
102814367140265839320,Credible Critic,6,6,4
106348499294049408013,Wojciech Paciorek,6,2,0
101696312318554115611,bonnie huber,6,5,0
103284135600702440000,Christine Harlacher,6,6,1
102682204901535897235,Douglas Danger,6,6,0
107754889902947746216,Jordon Dale,6,5,0
101721179752746375498,Sam Slicker,6,4,1
103489913824242217115,Styles McClaine,6,5,1
100663235307501537829,Judee Casciato,6,6,0
107134101940379347879,Scott Iverson,6,5,1
100234635559741851861,E Rumsey,6,6,2
100685087339916195774,Jude Ferraro,6,5,0
100465257518510170399,Kate S.,6,1,1
101655723912085088116,Robert Kuntz,6,5,0
103792572167938384469,Victor Hurdle,6,4,0
102302636128652792508,Thomas Ciccarelli,6,6,0
102686752155317762226,Tracy Wiggins,6,6,1
107336972502154214771,jeff christy,6,4,1
103325762591159212244,John Beaver,6,4,1
101572658610653074739,Shawn Stevens,6,3,1
108348494679024734630,Tom Schuetz,6,3,0
106995030397240708591,Gary Citrone,6,5,0
101517996020770105113,Keith Mayer,6,5,0
108031867744865861581,Dorothy Copeland,6,5,1
108540773952626576095,Killian Nelson,6,6,1
102545868447703013740,Jeff Wieland,6,5,0
100872804417121924541,Adam Lewis,6,5,1
108306259852786561284,Steve H,6,6,0
104364150657661404335,Robert Greenplate,6,6,2
101909442982508210241,kevin hartzell,6,5,0
106152906823554232036,Mike B,6,4,0
100713827487555598061,Ty Lowe,6,5,0
108455209110156007302,Lee Sprout,6,5,2
104317612446556322317,Drew Garvey,6,6,1
102148873080714641545,Doug McTighe,6,5,1
104365254773498347622,Br Channing,6,5,0
104097902437010330977,Ian R,6,6,2
105835479150810344831,Gary King,6,5,1
107970719099203836814,Tom Bydlon,6,4,0
106404034085683212687,Kurt Omnium,6,6,1
103347914164355788857,Bob Levkulic,6,6,1
105247067845315249648,Tom Dietsch,6,3,0
102065186171488930759,ed lezerp,6,6,0
118401724060649060146,Zach Grewell,6,5,0
108313538419285997354,Robert Wunsch,6,6,0
109281463492345427178,Emily Manns,6,5,0
109323177230623449962,Juanma Santiago,6,4,3
109462758644120395759,Chad Friend,6,6,1
109508227567275770545,Joe Jacobs,6,5,1
109552904970265561149,Lou Ballester,6,5,1
109897700606355446473,Nick Fortes,6,4,0
110344398594378200284,F. Joseph Pollock,6,5,1
110347242490446284300,Shane Holcomb,6,4,0
110495580919388748170,Scott Doerrman,6,6,1
110713551940100372740,veselina123,6,5,0
110771985048184614928,Manda Saurus,6,4,1
111157950766723988700,Scott Brockett,6,6,0
111162804014333743013,Kim Moebus,6,2,1
111599517145480651428,Mathew Murray,6,4,0
112578347322245931408,Matt Keeports,6,3,0
112590118131747369363,Jamey Hirsch,6,4,0
112675465924242595921,Ryan Scanlan,6,6,0
112708390676453987617,Prodigal Maestro,6,4,2
112774462421425879951,Josh Rigstad,6,4,0
112894843924419530998,Hope Bender,6,6,0
112896824394656273445,Tyler Lund,6,6,1
112914960217049155298,Sam Williams,6,5,0
112932498854205414006,Kenneth Brady,6,6,2
113034618657629857642,Jeffrey Thompson,6,6,1
113175426403410467231,Michael Harvey,6,5,1
107182723711940492681,Duffy Felmlee,5,5,0
104080010425653136754,Jason Thompson,5,5,0
100226030480709456625,Ted Knoblauch,5,4,0
101124423445373939925,Mike Krier,5,4,0
102051035148314127851,Drew,5,4,0
104753341328951999710,Scott Fyfe,5,3,0
106049223792644334685,Sarah Morton,5,5,0
107841900472015714606,lew fortwangler,5,5,1
105807096212006507836,Sonia Patterson,5,3,2
101496652252683842541,kevin clancy,5,5,0
103848264449024519992,Sean Rattay,5,1,0
106925472988144143398,Linda Kelleher,5,4,0
107782992057553314923,Shannon Wompler,5,3,2
102117151783732626456,Daniel Hansen,5,4,1
103798404330163459691,Garrett Schloss,5,4,1
102275822768134339816,Steve Lawrence,5,4,1
100739221484043399982,Colin Hayden,5,4,0
100895578044618572490,Matt Yeatts,5,5,1
101832168015795786609,Bill Sommers,5,5,0
101950032313212268298,J L,5,4,1
101350498237121362886,Chefdave123,5,4,1
103816921269013070101,Matt Repko,5,5,0
102029873318888371166,Kirk Chit Khin,5,5,0
100363748988081578879,Jim Hamill,5,3,0
104213304514954517575,Ben Shirk,5,4,2
101692812131663974800,Dan Herdman,5,5,1
101209028965652469742,Shawn Maguire,5,5,1
106583666799772276942,M Shir,5,5,1
105469733712133829942,Amos Jokar,5,5,0
108125946369287464258,Tarin Summy,5,4,2
105016564550824980629,Scott,5,4,0
104813365603163809357,Michele KB,5,5,2
107246122564349270195,Steve Breen,5,5,0
100251867303470413963,Andru Lugo,5,5,0
100017656868659450512,Dug Milla,5,4,1
104761920744857731060,Torin McFarland,5,4,1
110997596280435245480,Rob Mosley,5,5,0
111045159839822873192,Rose Hewitt,5,5,1
111070698910457946172,Ben Sauerwald,5,2,1
103114459053525357700,Bruce McCollum,5,4,1
100070633866034442370,Aaron Hagenbuch,5,4,0
111161071997532064465,Ken Robinson,5,4,0
109318122561408740193,Robert Irwin,5,5,0
100990402198645525321,Peter Hall,5,3,1
111289924227084253239,Cory Spence,5,4,2
104607210990818895283,David Sherfey,5,5,1
107682268147499611466,William Halterman,5,3,1
100057504433642195280,Zania Walker,5,3,2
105158809452509313310,Brian Birsa,5,5,0
111361644617607365308,Al Porco,5,5,1
101671253415079214287,Michael R Niedecker,5,4,2
107310978332906643087,Ben Engelhard,5,5,1
108803540876513174107,Kyle Frampton,5,4,0
111578666308677288549,Tanner Savidge,5,4,0
106770048575446642130,Drew Pratt,5,4,0
111608623049160821644,QKF Highlights,5,5,0
102990559390490108978,Tony Brochu,5,5,1
111683535562642787791,Jim Tomasura,5,5,2
103064594822101853826,aaron thompson,5,5,1
111720806495027464807,Paul Sanders,5,4,2
100668667285031594359,Andrew Williams,5,4,2
111874039912407633170,Kevin Gleason,5,4,0
111949075372775837439,Anna Foster,5,5,1
103925098608629898693,Gregory Markle,5,4,1
101147103529582899938,Frank Baier,5,4,0
111977929474933146091,Donovan r,5,5,1
112019249660464370847,John Marquette,5,3,1
112069673275032747810,Susan Malkemes,5,4,0
102976922750726830099,Johnny Johnson,5,2,0
112288202600457514995,David Mehr,5,4,0
112341438215719942449,Shaun Steckley,5,5,1
112356101500814174620,Blue Rider,5,4,2
108116982200857742122,Greg Peck,5,5,1
112537786449468269782,Jason Batz,5,5,0
112559945297671842543,Ryan Fry,5,3,1
112563062275256896896,Nick,5,2,1
112567704986485972945,Steve,5,4,1
100296203362012307338,David G,5,5,0
100548582849817879569,Tom Schneider,5,4,2
108718537429142988433,Clint tron,5,1,0
112636538644196941443,Tim Lynn,5,5,0
112663054652797765309,Steve Slagle,5,3,1
102476425896095774420,Kory Enck,5,5,2
109517788898252389347,Rebecca Levy,5,4,0
104385108957361420713,zpk104,5,5,0
112737159303675011359,Michele Kelly,5,1,1
112754599163097774449,Aaron Haben,5,3,0
104028254606183740456,David Holland,5,4,0
103350037962578233971,Bob Gardecki,5,5,0
107862147652328042627,brendan titchworth,5,3,2
112804299675423194489,Christopher H,5,2,1
112849386558930276115,Matt,5,5,0
108303165381272651473,Curt Stauffer,5,5,1
109536927798115014860,Eric Ness,5,4,0
105708036588094716472,Matthew Perry,5,4,0
109561724044420765480,Kevin Janssen,5,3,0
109602594053797480261,Ray McGlew,5,4,0
112947448534046908563,Nick Socoski,5,5,3
112951657719582984912,Sharon Good,5,5,0
101846985057513208135,Brandon Himes,5,4,0
113006816007992193774,Frederick Grafe (Fred),5,5,0
113009514442084572786,G C,5,4,0
102202248436867974748,Douglas Null,5,4,0
106993437598346219087,selina strauss,5,4,3
113076332702461745317,Christina Mongan,5,5,0
103493455121537254209,John C.,5,5,2
109731577338932701928,Thomas Sweeney,5,2,1
113181438593459276179,Lucky Lolo,5,5,1
113210108049830524090,Brittany Forsythe,5,3,0
101868600734824800598,Lee Morris,5,3,0
108543230944095236278,Joshua David,5,4,0
113486769124926647168,Jeff Banks,5,5,0
113495607190618154445,Simon Heintzelman,5,4,0
109849153351309248373,Alastair borillo,5,4,0
100166288013552215636,Scott powner,5,4,0
105669028232001473207,Shannon Higgins,5,5,0
113639759761648649781,Arturo Gomez,5,4,0
100045595604796890393,chrish,5,5,1
105555038608020589414,Anne Wiest,5,4,0
105972349632930330743,Martha LoBianco,5,4,0
103229247875977425662,Scott Hill,5,5,0
101453871736598902080,J.H. Piecyk,5,2,1
109915232220442934251,Tom Yurish,5,5,2
107810863309541456178,Sarah Teichmann,5,4,0
108990873368758045141,Sam McNulty,5,4,0
109918617450073556186,sabrina kelsey,5,4,0
109957341669611931225,Allison Scott,5,3,1
114031225646940393259,Brett Forcine,5,5,0
107302849255365832360,chris coladonato,5,5,0
107291252987284177839,Erik Forsman,5,5,0
105113718024915447839,Tom Truchan,5,4,1
114170802719142144662,Shaun Minnich,5,5,1
108091287652922633972,Robert Hook,5,5,0
114308216198266322045,Jasen Erick,5,3,0
114312233914839419605,Johnny Mack,5,4,1
107365690252348996607,Benjamin Cliver,5,2,1
107491022137910554560,Randy McKillop,5,5,0
114407880709346320044,Jeff Johnson,5,4,2
105077169610966361527,John DiCarlo,5,5,1
110102409812213819339,chris blakesley,5,2,0
106743255528974028402,John Kaminski (quarkgent),5,5,0
114510156689374204686,Kathryn Landis,5,3,1
114531408202174986204,Disruptive Restomods,5,5,0
110137399171933201618,Liz Lang,5,4,0
100609671231925485256,Justin Cox,5,5,1
114668546486538949488,Ryan DeCurtis,5,5,1
114680871667550402986,Keith H,5,4,3
110239727736336346169,Matt Oswald,5,4,0
107826383327163376468,James Molnar,5,3,2
105112896908827058187,Tom Milbrand,5,5,1
100511919827612461128,Eric Gonzalez,5,3,2
114823471582915072196,Christine Seel,5,4,0
114844680702475143688,Jason Theis,5,4,0
114861912054901055184,Aaron Brown,5,3,0
110296786370508634254,Lucas Adkins,5,4,2
104106395999854596718,Robert Aeppli,5,5,0
114984167700521652257,Rob Landon,5,5,0
114993774663399169329,Alaina Spear,5,5,0
105730835236779531701,Thunder Jenkins,5,3,2
110320404269874845653,Robert Yarnall,5,5,2
115050749678454799393,Mike Browning,5,3,1
105288354251402647251,Chris,5,5,0
104732512757158001721,Paul Bensur,5,3,1
103016114729013789276,Robert Bennett,5,2,2
115142975965300380351,Jim Muir,5,5,0
104664151736285527238,thomas person,5,5,0
101598402947589024609,Suzan K,5,5,0
107070362356989371645,D Chapel,5,4,0
115274888412043220175,Andrew Williams,5,4,1
115277616478976660440,Tom Scola,5,4,0
115336186309030284002,dominic sarro,5,5,3
106188617380443434447,Keith Martin,5,2,1
108598690883046322198,Ben Perkins,5,4,0
101415956083323279226,Dave Meyer,5,3,0
115518379959057416172,jinx jinx,5,3,0
106081050737456291605,Alexander Murdoch,5,3,0
115674853259225820294,pattimom 555,5,5,1
115700407461631295730,Bill Fracalossi,5,5,0
102532253903006748964,Joshua Sayers,5,5,0
110580944720268281008,Kirsten Arlinghaus,5,5,0
115825854621626106215,Brian Mudri,5,5,0
101537354348998658017,Joe Torrente,5,4,1
101796796209309354762,J Fur,5,5,0
115998006914008660088,James Pinola,5,4,0
105679293647709583158,Christian Murphy,5,3,0
116079407214484183950,Michael N,5,1,0
104969838886414390101,Zac Davis,5,3,0
106720922884066640516,matt karmilowicz,5,5,0
110645816776979437446,Rich Castle,5,5,1
107854180425418715681,Braden Skidmore,5,4,0
116223892204220258375,MIchael Sharp,5,5,0
103276651475421874349,Andy Anderson,5,4,0
110646215269393960762,Scott Betts,5,4,0
101473636209479421885,Fran,5,5,0
116367910565285084471,James Muldoon,5,5,0
107053617718956896448,jeffrey bender The Enforcer,5,5,0
116412940012360245366,Chris Bandoian,5,5,0
116426143754714567262,Patrick Moulds,5,5,1
116440980145251563129,Joe Haines,5,5,0
106626796937131381880,M McC,5,4,0
116451886041497101194,Adam Kushner,5,5,0
102000629952941468969,Kyle Beatty,5,1,0
116556845414075577310,Kyle,5,5,0
116596236817610696625,Marden Miller,5,5,0
109143859261893674762,Kay Peiffer,5,2,0
116639362821606382421,Lauren Rhoads,5,4,1
105019852744251549574,Tiffany Potts,5,3,0
110693077740708087518,Jason Slater,5,4,1
100026296185194039592,Shane Harlacher,5,5,2
116716070958979647819,Doug Reinert,5,5,0
100354442039984098894,Eric Marcinka,5,4,0
116735214052720764043,Megan Kent Pollock,5,4,0
104840626185215451274,Jim “The Cheesesteak Guy” Pappas,5,4,1
116767545452224942861,Rita Portela,5,3,3
116790952805387815147,Chris Shefler,5,3,0
116791196048832634460,Rick Soricelli,5,5,2
107444333383263433673,Jacqueline Telljohann,5,4,1
103302517269154514341,john brinton,5,4,0
116877094309006687398,Bob Miller,5,4,0
100801670463077451855,Ollie,5,4,0
116920320745071402459,Will Rush,5,4,0
103760486188890192639,Dan Tucker,5,5,0
105469360946149736920,James Hypnarowski,5,5,0
105737901419756493708,LiveWorkPlay Media,5,5,1
117023014555345788167,Kirk Chit Khin,5,5,1
101480236701621266450,Scott Swartley,5,4,0
117128923749157634338,Sarah,5,3,0
117128999058896969674,Bill S,5,5,1
117145664111852369345,Pete Su,5,3,0
109249176831915423043,Katelyn Inman,5,2,0
117226220359852906729,Kelly T. Kirk,5,5,0
117270355455481506550,Damian Wolfe,5,4,1
103179771562779284826,Thijs van der Velden,5,5,2
105889510640673519139,purple dragonfly,5,5,0
107226773649716847951,Chris Harclerode,5,4,2
110852563880625822298,Dawn W,5,4,1
105116160816085153707,Pat Wood,5,4,0
103367454816530980148,Ken M,5,5,1
117594929591223338938,Larry Kessler,5,3,1
117604826705439487128,Kevin Sharkey,5,4,2
117623063093040924461,Morey Longo,5,3,3
103573594204835997745,Rob Rodriguez,5,4,0
117686101541463878997,Jason Spirko,5,4,1
105845438340157272524,Trent Martin,5,4,0
117771058116404317130,Mark Sikora,5,3,2
117880175398221413558,John Gelata,5,4,0
103446881858414598460,Brandon Paris,5,3,0
110946372480927584917,Todd Vance,5,3,1
104068417348212030477,Wilfredo Ruiz,5,4,0
118010846301460943385,Sergei Iakimenko,5,5,0
118018092909694323342,Christine Vasiliades,5,5,2
118055969746794265080,Robert Lanious,5,5,0
101066114426680121935,Craig Phillips,5,5,0
118097243018149393803,Barry McGrorty,5,4,2
118194836631055331920,Donielle Turner,5,4,0
108602844450242182561,Brett Archer,5,5,0
118240280969675191154,Julian Chang,5,5,0
118242536025956385235,Matt Winslow,5,5,1
118294883906994572590,George Romig,5,4,0
118399655368438416757,Joseph Mueller,5,5,0
113709297518448919480,Pamela Lavin,5,2,0
106784000021941544105,Marcus Maben,4,4,0
104995994133401317441,Scott Hercher,4,4,2
107538503004482952974,Derek Ross,4,4,0
105584638014418988784,Wallace Rodenhaber,4,3,2
109226174564645545724,Rob Wallis,4,4,2
105750582526644850204,lordmaumau1,4,4,1
100608192291625001460,Mike Batson,4,3,1
100139503039162403088,Michele Hyams,4,4,0
104997791522352330244,Linda Hoagland,4,2,0
102985278335219134503,Sean Shipper,4,4,0
102236073423816245014,Andrew Heaton,4,3,1
105262844741439794070,Chadd Rudisill,4,2,1
105899044739190410294,Patti Smith,4,4,1
105220730235399136248,Matthew McGarry,4,2,0
101396490105760269519,Tom Harford,4,3,0
104916367955629137997,Bradford Lynch,4,3,0
105038173576458772237,Mary Rost,4,3,0
104480835813011201572,Ac dC,4,4,0
107222358377449116159,garrett rea,4,4,0
105262927416975286816,Trenton Moulin,4,4,0
102339059342066817469,RJ Koker,4,4,2
103474386733240853491,Matt Jones,4,2,1
106747680067588401742,T Soo,4,4,0
101986950262585357671,Josh Louis,4,4,1
104138641951367559510,Gail H,4,3,1
106970049867102267494,Chris DeBenedetto,4,3,0
107145162960148533348,Phil Lapp,4,1,0
100933339932221465359,Patricia Hall-Yuengling,4,3,1
108386456986141413840,Rita Poss,4,3,0
108438133769526230624,Dave Viscomi,4,3,1
103000872046765954870,jared singleton,4,4,0
106869291762741361614,Dawn Wilkerson,4,3,0
100000802846048185153,Erin McGuire,4,3,0
100454320060205741324,Amanda Hopkins,4,3,1
100621707809073281440,Dan Yuleo,4,4,1
108558173845199437767,Bryan A,4,3,0
102964143651066667796,Lou Goth,4,3,1
108454888333300488838,Karen McClain,4,4,0
109256812029540918733,David Ceraul,4,3,1
105104840179270117979,Karen Connelly,4,4,1
109281515732082895834,Clifford Burton,4,4,0
109297735072415300490,Kelly Gatfield,4,4,0
102345405783554958786,Joe Magazzeni,4,2,0
100320840614540892864,Linda Weaver,4,2,0
109351301355058657865,Dave O'Brien,4,3,1
109412254162640886798,Shannon Mac,4,2,0
108743438348380838701,Bev Bull,4,4,0
109469171988751385713,Dr Peter J Vilasi,4,3,3
103957137304517011995,James Roth,4,3,1
102572043540520267829,Adam Hedrick,4,3,0
109509508454950164423,Will Smith,4,4,0
105500466775027069198,Bradley Pferdehirt,4,4,0
104297789413511773042,Ian Scully,4,4,2
101528965932842556051,Tom Kijak,4,3,0
109541394723458670610,Donna Smith,4,3,0
108202466286118790551,John Baker,4,3,0
109558526264823696898,Josh Knepp,4,4,0
101406033375012740375,Abhilasha Dewan,4,4,0
109585241874690081594,Frank Caputo,4,4,0
109590978524794329970,Rachel Carr,4,3,0
104754083840375165415,Jonathan Peters,4,4,0
