date,platform,text,sentiment
1489413311035,google,"(Translated by Google) Hey, I moved this

(Original)
야 이거 옮겼어 ㅡㅡ 어이가 없네",negative
1491277578364,google,we will miss you love park R.I.P,positive
1492380469484,google,"The love sculpture is not there. The park is currently under renovation and the sculpture has been removed. It should be back in place in September 2017. If you really want to see a LOVE sign, there is a replica (I'm guessing it's smaller, but I didn't get to see the real one) on the U Penn campus across from the Sweeten Alumni House.",neutral
1495510911164,google,"(Translated by Google) Very beautiful sculpture that attracts photographers. A symbol of Philadelphia.

(Original)
Très belle sculpture qui attire les photographes.  Un symbole de Philadelphie.",positive
1500162651111,google,"Going to Philadelphia has always been on my bucket list. One of my first stops while in the City of Brotherly Love was of course the famous LOVE Park and it's Love Sign! The park is very mentally located to other tourist attraction live Independence Hall, Benjamin Franklin Museum, Franklin Square, etc. Definitely worth stopping by.",positive
1501791801813,google,"(Translated by Google) Very pretty

(Original)
Muy bonito",positive
1501867556651,google,Under construction....til Oct,negative
1502668774982,google,"It's nice to take pictures at love park, local attractions include Philly Jesus.",positive
1503267921890,google,"Used to be an historical place to sit,talk take photos listen to the water fall or watch the skate board boy's. Waiting for the ""Come back""",positive
1503289472079,google,Sexy,positive
1503607957736,google,Unfortunately under construction at the moment.,negative
1504060449983,google,I'm in the family we love to go there so nice out in for the family,positive
1505210673260,google,nice art work,positive
1505862086071,google,Love love park,positive
1505835797329,google,Nothing there,negative
1505914482000,google,Love park is closed now for construction. It will open in 2018. Waiting to see the new look of love park.,positive
1506097704566,google,Love park is being renovated.  There is no access to the park.  Its closed off.,negative
1506907362265,google,"It was such a beautiful area before, now under construction till 2018. We'll see how it looks after. All these people giving 1 star reviews because they are renovating it is foolish and idiotic......",negative
1506992452724,google,Beautiful  love this place,positive
1507366067246,google,Its currently under construction when it was open alot of people hungout there mostly folks that didn't have a place to stay i think once its reopened again that will change its sad that these so-called leaders of the community don't care to try and help the homeless,negative
1507839877671,google,Need to clear out the druggies and bums.Need better access to cleaner safer bathrooms and entrances and exits to public transportation,negative
1509048293703,google,WHEN THERE WAS A LOVE PARK IT WAS BEAUTIFUL. LOTS OF FUN FOR THE OLD AND YOUNG.THERE'S NO MORE LOVE PARK AT THIS TIME. 😥,negative
1509045411697,google,Outdoors for some great place to meet up with friend but still under constuction,neutral
1509570265690,google,Currently in renovation...missed it,negative
1510018817319,google,Love statue was under renovations,neutral
1510030764805,google,Good,positive
1510055091834,google,Horrible,negative
1510259634967,google,Simple and convenient parking lot. Pricing is comparable to what's around.,positive
1511622599316,google,I love this park,positive
1511744215463,google,Not really a review of love park because it is not finished construction yet but of the use of the park for the Christmas Village with the park not finished. Lots of vendors but to many choke points caused by the ongoing construction. It would have been better to do another year around city hall they use love park to early.,negative
1511741838644,google,Was here for the christmas market. Love the warm mulled wine ans the kathe shop. Feels just like the German christmas markets. Nice selection of shops and food. Great place to add to your christmas visit to center city. The strudel shop is a must stop.,positive
1511748538869,google,"(Translated by Google) Good romantic place

(Original)
Buen lugar romantico",positive
1511887994733,google,Still under construction but getting closer. Hopefully it will be as nice as the Dilworth Park renovation.,positive
1511893347776,google,Very nice,positive
1511909824674,google,Only 1 way in to Christmas village and 6 feet of walkway. Downright dangerous and overcrowded,negative
1511840584072,google,Always a great time,positive
1511902614355,google,Good place,positive
1511885613592,google,Nice place,positive
1511914172986,google,"I'm seeing the Potential of the New Love Park, Spring will be the defining moment.",positive
1511926492118,google,Nice place,positive
1511941015947,google,Just your dull average park. No biggie.,negative
1512178358292,google,The Christkindlemarkt was lots of fun and had authentic stalls just like in the big Christmas markets in Germany.,positive
1512268771138,google,"Although Love Park is currently  undergoing  refurbishment  depending  on when you read this review,  it is a spectacular  place to visit  in Philadelphia  .  During the holiday  season  it is transformed  into Christmas  Village , which  is also a remarkable  spectacle  in of itself  . You can't  go wrong with Love Park  .",positive
1512334938612,google,Great experience shopping there it is a lot of little shops,positive
1512514154951,google,It's back up and running with Christmas Village. Can't wait until construction is completely finished.,positive
1512480902595,google,Annual Kristkindl Markt,neutral
1512503938628,google,"Poor review because it's always under construction. Went there on opening day of the Christmas festival. Highly disappointing. Too much foot traffic to fit throuth narrow walking paths. Not an enjoyale experiennce. Didn't see the love statue, which is where I got engaged. Construction needs to be finished.",negative
1512471749190,google,A nice little Christmas village,positive
1512441851457,google,There's music food and little shops,positive
1512678591364,google,Great place to visit.  Christmas markets and lights.,positive
1512671552905,google,Very nice,positive
1512703474861,google,"Nice clean, brand new. Xmas village looks great. No skateboarders to ruin your night",positive
1512737083111,google,It's a park with nothing to do,negative
1512779613585,google,Nice Christmas display,positive
1512853160450,google,Beautiful!,positive
1512950327424,google,Nice setting,positive
1512908488927,google,No sign. No tree. No fun.,negative
1512997213869,google,Lively place.,positive
1513002656434,google,Christmas Village was there while under construction.,neutral
1513120669505,google,The German market during Christmas season is a great time to visit and you can cross the street to City Hall and ice skate,positive
1513110084299,google,Hard to get around with the construction. Spent most of the time trying to maneuver around people.,negative
1513286293351,google,Always a wonderful experience.,positive
1513277845098,google,Permanently closed,negative
1513229407855,google,Great place,positive
1513342342118,google,RIP Philly lost it's Love.,negative
1513359453289,google,Love the Christmas German village,positive
1513382617520,google,Went here for the Christmas village. It was snowing but still a good time. The bratwurst was great. Wish the love park statue was up.,positive
1513436772296,google,"Iconic Philly centerpiece. No longer overshadowed by Dilworth, the new renovations bring this place into the next decade",positive
1513458024112,google,It is so festive for the holidays,positive
1513441426038,google,Love Christmas Village,positive
1513509550611,google,Finish the project.  Then review will improve,positive
1513603235855,google,Unfortunately the statue at love park has been removed for repairs until 2018. Right now there is a Christmas Village in its place.,neutral
1513567701145,google,Awesome. Need Love sign back,positive
1513725839555,google,"The Christmas village was absolutely beautiful even in the daytime.  We arrived and shortly after it began to snow, very magical.  And the brats and pretzels were amazing.",positive
1513691226960,google,Other than falling on ice and Christmas Villages being way over priced it is nice to browse,neutral
1513804773944,google,It's LOVE.park. of course it's good!,positive
1513778209892,google,Loved the Christmas Village and great activities.,positive
1513804939845,google,Nice to see at Christmas time.,positive
1513780171311,google,NICE,positive
1513731296348,google,Must see and take a picture,positive
1513888833503,google,The new park renovations are awesome!,positive
1513861041806,google,There for the Christmas mart but couldn't find the love sculture!,neutral
1513917604289,google,Great place to be. Especially for the Christmas Village. Love Park was recently renovated.,positive
1513954074112,google,"(Translated by Google) Nice park but it has been under construction for a long time

(Original)
Parque bonito pero está de obras desde hace tiempo",negative
1514038762349,google,"This was my first visit to love park and the Christmas village was open, it was great I loved it they had tons of gifts from all over the world, this wasn't your typical craft show with the same old junk that you see everywhere. I got some really great gifts and some great food as well. I will make the trip next year for sure.",positive
1514045651359,google,Wonderful time getting into the Christmas spirit,positive
1514024809720,google,Very disappointed with love park. .Shops are supposed to be open till 8:00..90precen of them were closed by 7:15...,negative
1514056881974,google,Under construction,neutral
1514026709239,google,Beautiful,positive
1514042857890,google,They need to hurry up and finish the construction,negative
1514119288921,google,The Christmas Village is amazing. If you don't visit this year be sure to do so next year. There's something for everyone. It opens right after Thanksgiving.,positive
1514168222608,google,Great to to see the Christmas village back in Love Park. The restorations are almost complete. Great atmosphere and shops setup. Plenty of merchants selling lots items from local small businesses.  Great food and drink. The German Shop of Christmas ornaments is something you have to visit when there.,positive
1514323011723,google,Peddlers Village was awesome for the children,positive
1514407631233,google,Awesome! Except for parking ... take the train!,positive
1514337578226,google,Another Philadelphia construction project. Over budget. Over deadline. Underwhelming,negative
1514511260484,google,Excellent Experience,positive
1514551760240,google,Our Christmas go to spot,positive
1514655467032,google,"Went here to enjoy the German Christmas Market, it really was beautiful! There was traditional food to eat and many different  cultures that intermingled. Tons of unique gifts to buy, I loved it.",positive
1514665682413,google,LOVED THE CHRISTMAS VILLAGE 2017,positive
1514787218539,google,"Love this place... But for now is closed for construction 🚧
By chance I found someone wrote this on the wall of some building right across the park 🏞. Check the pic so funny though",positive
1514820524045,google,Just passed though look ok.,neutral
1514951681555,google,Visited Love Park during the annual Philadelphia Festival,positive
1515025365415,google,Nice all year round but especially near Christmas with all the shops and events.,positive
1515119997671,google,Beautiful place except for all the homeless people,negative
1515275920371,google,"Christmas Village was delightful as usual, even with the under construction dilemma. Looking forward to next year.",positive
1515197144578,google,Nice park in center city!,positive
1515332857924,google,Must visit christmas village. Variety of small stalls,positive
1515352932045,google,Crowded,negative
1515521513809,google,"Beautiful all year, but a visit to the winter Christmas Village is a must for Philly natives and visitors!",positive
1515589890471,google,Across the street from City Hall,neutral
1515672008703,google,"Quaint and charming, loved Love Park",positive
1515769958668,google,Philly's own tradition -- Christmas Festival at Love Park!!,positive
1515856000444,google,Love it!,positive
1516102062319,google,I always love visiting love park. I never miss the holiday village. Going into town is always fun day/ night out.,positive
1516207964726,google,"Enjoyed the holiday stores, great place to visit with the family and just walk around, even if it is crowded.",positive
1516307277858,google,Christmas village,positive
1516552375288,google,Proud to have this sculpture and park in my city.,positive
1516573513266,google,fun place,positive
1516596374983,google,I don't enjoy Pennsylvania! Because I was accused of a crime that I didn't commit.  I spent 3 months in Montgomery County Prison.  I'm not even a resident of that state!  The Justice system is corrupt and I have not been able to recover.  My life was stolen from me due to the actions of a misinformed judge and a lying whitemarsh police officer!,negative
1516841180131,google,The word love says it all,positive
1517067763762,google,I simply love this place especially at Christmas time.,positive
1517235899474,google,"Recently reconstructed to be safer and even more beautiful than before.  Love park is a great place to have pictures taken, weither you are visiting or a local.  You can see a lot of the great perks Philly has to offer from Love Park.  Especially great during the Christmas season when Christmas Village is there.",positive
1517260953683,google,Iconic Philly location,positive
1517368435783,google,HAVE MANY MEMORIES HERE.. LOVED THIS PARK.. HOWEVER NOW IT LACKS THAT LOVE.. THAT IT HAD BEFORE.. I KNOW IT'S STILL UNDER CONSTRUCTION. SO IM HOPEFUL THINGS WILL IMPROVE DRASTICALLY.. TIME WILL TELL..,neutral
1517426849657,google,"Holiday market was disappointing.  Many non-seasonal, cheap items for sale.",negative
1517367340427,google,Good for tours,positive
1517427937450,google,Nothing to love here,negative
1517365465865,google,We were engaged here!! Special place!!,positive
1517513946276,google,Love,positive
1517702943911,google,Christmas Village was worth the trip,positive
1518115728691,google,Christmas Village is always worth the trip.,positive
1518134837977,google,Nothing was there. I was there in November too and thought they were doing construction. The park was empty this time. I took my sister so she could see it.,negative
1518172990214,google,Very relaxing place,positive
1518226658668,google,"While we were here the ""love"" sign was taken down due to renovation! A bit disappointing.",negative
1518270364750,google,Eagles Superbowl Parade,positive
1518377068096,google,I LOVE YOUR CITY,positive
1518432785743,google,Love park. Nothing else to say. Got to visit the city,positive
1518442555286,google,Better than ever holiday vendor bazaar,positive
1518425338609,google,:-\,neutral
1518445562480,google,"(Translated by Google) A beautiful place to visit and take lots of photos.

(Original)
Un lugar hermoso para visitar y tomar muchas fotos.",positive
1518527165165,google,One Philadelphia beautiful places to visit when your here,positive
1518552080224,google,the LOVE is Awesome!,positive
1518503494124,google,Goooo EAGLES/ parade 2018,positive
1518558915950,google,Greatest Eagles Victory,positive
1518547610427,google,Photographers Dream,positive
1518521402270,google,Awesome,positive
1518612570888,google,It's a magical place at certain times today,positive
1518632661536,google,Great public space,positive
1518621668453,google,Wish it still had the statue 😣,negative
1518666104832,google,"I will come back to update this review once the renovation is completed. I'm not sure what the park is now, though. Currently, it's mostly just a concrete slab taking up a block. There appears to be a lack of  greenery, trees, seating, and architectural intrigue (outside of oddly-placed steps). The Love statue returned, but it just feels like it was plopped down near its original location.",negative
1518734176232,google,Under construction during the Eagles super bowl parade.,negative
1518808046974,google,"Love it, love it, love it!",positive
1518788223770,google,EAGLES PARADE!,positive
1518874863240,google,"Went for the holiday markets. It's nice to go and enjoy all the unique food and products from local,national and international vendors.  It's an American version of a European Christmas Village or Holiday Market.",positive
1518879620250,google,Great historical park,positive
1518868391845,google,Come visit Philadelphia,positive
1518904723592,google,Charming place,positive
1519002195190,google,It was lovely used to go there every day on lunch and rea,neutral
1518999487686,google,Great park . Nice with the small shops,positive
1519156079023,google,A gorgeous day to see the LOVE statue back in place after being gone for a while!,positive
1519133987742,google,Doing the Eagle parade.,neutral
1519175500312,google,It's great for photography. It's one of my favorite places to shoot,positive
1519231468210,google,NICE Nice nice YES Yes yes THANKS TO GOD FOR THE LIVING GOD up grade!,positive
1519172964132,google,Looking better lots of improvement,positive
1519234801815,google,"They have transformed it into a sterile, uninviting public space that only exists so that tourists can take pictures of the sculpture. There is not even a bench to sit in. A tremendous loss to the city.",negative
1519332469461,google,Nice place to take photos,positive
1519332189709,google,Eagles Parade..... Off The Hook!,positive
1519398257552,google,Fun place to chill,positive
1519444054671,google,"Love is back. Where is should be, in the center of our beautiful Center City,  Philadelphia.",positive
1519439961174,google,Beautiful after renovations. Great spot for a walk,positive
1519502180009,google,Great being with my union brothers and sisters.,positive
1519504647017,google,Very good,positive
1519451080272,google,It was fun,positive
1519525828451,google,Wonderful surprise by city hall.....  City of brotherly and all love,positive
1519644763743,google,The Food was Great,positive
1519676027453,google,"Go visit ,,,,take a picture",positive
1519681637842,google,"(Translated by Google) Great landmark, be sure to stop and take a picture when you come. LOVE is smaller than expected ~ Parking is extravagant! The Franklin Street next to it is very beautiful and unique!

(Original)
很棒的的地标，来的话是一定要停下拍个照的。LOVE比想象的小～ 停车是奢侈的！旁边的富兰克林大街非常漂亮很有特色！",positive
1519749369230,google,What an experience\it been awhile,positive
1519765554710,google,"Bleak, barren, and utterly devoid of character. This is what the world will look like after the corporate apocalypse.",negative
1519847551163,google,Beautiful and Zesty place. There is something different about Downtown Philly. It's a beautiful place with beautiful people.,positive
1519780369760,google,One of the most beautiful parks in center city...,positive
1519827679552,google,Its getting better each year!,positive
1519853686355,google,sweet place,positive
1519875309444,google,Take lovely pic,positive
1519864921530,google,"Fly Eagles Fly,!!",positive
1519989656819,google,Beautiful place,positive
1520086861790,google,It was nice during the December month they had the little Santa Claus shops and you can order different items from them,positive
1520036065825,google,Beautiful park,positive
1520197395993,google,Not what it use to be,negative
1520181462914,google,"(Translated by Google) The Love Plaza got the nickname ""LOVE Park"" thanks to the famous sculpture ""LOVE"" which was loaned to the city of Philadelphia in 1976 by the artist Robert Indiana to celebrate the bicentenary of the nation. Previously the square was known as JFK Plaza.

Robert Indiana grew up in a Christian Science Church and from his religious roots he took inspiration for his famous work of art. Despite this statue is found a bit in many squares around the world, the photo under the original written LOVE is one of those photographic souvenirs to take home!

(Original)
The Love Plaza ha ottenuto il soprannome di “LOVE Park” grazie alla famosa scultura “LOVE” che è stata prestata alla città di Philadelphia nel 1976 dall’artista Robert Indiana per celebrare il Bicentenario della nazione. Prima la piazza era conosciuta come JFK Plaza.

Robert Indiana è cresciuto in una Christian Science Church e dalle sue radici religiose ha preso ispirazione per la sua celebre opera d’arte. Nonostante questa statua si trova un po’ in tante piazze del mondo, la foto sotto l’originale scritta LOVE è uno di quei souvenir fotografici da portare a casa!",positive
1520227807641,google,Went there long time back. It seems now it is under renovation. At that time it was a small park with famous Love symbol. It's good for taking pictures.,positive
1520209392430,google,Love sign is under construction so there is a smaller one you can step into. There's street parking on the side.,positive
1520354052009,google,Love park is one of my favorite places in Philly. I used to eat lunch there and really missed it when it was under construction. I'm not thrilled with the new layout but really happy to have it back nonetheless. I'm sure it'll grow on me,positive
1520372582234,google,"It was a blast seeing the statue and definitely taking a picture and posting it on Facebook, so all my friends in Tennessee could get too see our statue.",positive
1520351959915,google,Crowded,negative
1520446869341,google,"They changed the LOVE TO AMOR,  LOVE IT!!!",positive
1520457835092,google,Love parks open but it looks alot more boreing,negative
1520425006795,google,Newly renovated.... should be a sight to see once spring breaks,positive
1520404309404,google,It's been a while since I been down there but I did walk past doing my super bowl champions parade though 👍👍👌🏆,positive
1520389881178,google,Central City Philadelphia public park and recreational area.,neutral
1520458736473,google,"(Translated by Google) Its appeal is the love sign

(Original)
Su atractivo es el rótulo love",positive
1520527574289,google,"So, when you're in Philly, there are a few ""touristy"" stuff you have to do, and don't try to tell me that you don't want to join in on the line of folks waiting for the perfect spot to get their Love sign photo, because you do, and you will.

Love Park, and the Love sign is synonymous with Philly, and is at center city near City Hall. It is such a gorgeous area and in the summer, it's also nice to sit on the side and dip your feet into the fountain. When the wind blows, the spray from the fountain blows on you and it feels amazing.

There are tons of what seem to be really nice people offering to take your photo for you, but just stand back and watch what happens after they seem to be so nice in doing so...they then demand money from the folks who just got their pic taken. Don't ask, or agree for strangers to take your pic. They want money. Take your own, it's cuter that way anyway!

It can be a sketchy place at night, so be sure to stick with the daytime visiting.",positive
1520514437678,google,Wonderful,positive
1520596192805,google,Still under construction. The new design isn't all that impressive.,negative
1520694063608,google,"Can't locate, sign is posted after you pass entrance, can't get out, very poorly marked, choose another parking garage",negative
1520805517897,google,"(Translated by Google) Beautiful city!

(Original)
Hermosa ciudad!",positive
1520909434858,google,"It was beautiful, the water so refreshing. Couples everywhere... lovely place to propose to the love of your life. ❤💍",positive
1520986415569,google,"Great scenery of the city, great walk and a lot of nearby restaurants.  Great place for taking pictures.",positive
1521047920400,google,"(Translated by Google) Incredible place

(Original)
Increíble lugar",positive
1521113340263,google,It was better before they made the change.,negative
1521204954288,google,The city rebuilt the park. Made very user unfriendly !!! Miss the old park. City Made it so homeless people can not sleep there etc. No place to really sit eat lunch or have family fun. Just a walk threw now. It's all empty. I'm really disturbed this is what my tax dollars paid for again. 3 rd time city did a do over for the park. Water spout and fountain is gone also. No trees to block the sun and look like an actual park.,negative
1521184769582,google,"Beautiful place to spend evenings. Parking available on street, free after 10 and Sundays.",positive
1521248675987,google,"Homeless people? What homeless people? I didn't even see any last time I was there for the Philadelphia Christmas Market. It was a very pleasant time, with McDonald's-ified versions of many international treats like traditionallike french crêpes,  authentish döner kebabs, reheated belgee-I-wish-the-employee-working-the-stand-gave-a-flying-fig-an waffles (AKA liege-ish waffles), and hot $5 cocoa to wash it all down.

Even with the cheesy knock-off versions of the aforementioned foods, the market does offer legitimate German-made traditional Christmas items. Principal among them are the Weihnachtspyramide (Christmas pyramids with the vanes on top that spin if you light candles below), Schwibbögen (hand-carved Christmas arches), and Räuchermannl (wooden figures that appear to be smoking pipes when you burn an incense cone in their  bellies). Several of the event staff are actually German, and speak German, which is very refreshing to hear.

The park itself has undergone significant renovation, including removal of the fountain. I can't guarantee that you will not not be unaccosted by people who make this park tbeir semi-permanent residence, but go check it out anyway; it's worth a gander. Just don't go alone at night. It can get a wee bit less than comfortable if you're not used to dealing with the kids of folks you find out on the streets at times of day or  night, when those who are fortunate have homes are aldeady inside, battened down for the night. Just bring a few friends along, and you should have a fine time. :-)

Also, it's fun to go around the corner, & visot the giant clothes-pin. And don't drive, there's practically nowhere to park close by, unless you want to pay...",positive
1521281737668,google,"Just got to see it,went to the world champs parade.EAGLES",positive
1521252729186,google,Is good,positive
1521391223750,google,Everyone was hugging and kissing and taking pictures. Very nice.,positive
1521487476154,google,"I was super excited to go and visit this ""famous LOVE"" sign and park in the middle of Philadelphia downtown but was shocked when I saw it's actual size, it's not something like the cloud gate of chicago or cube in NYC, it's much smaller. and there isn't a park around it per se. One can definitely visit it if in downtown, but not worth making a separate trip of it.",negative
1521493304628,google,Not what I was expecting,negative
1521582722507,google,Will be great once construction is done,positive
1521748165979,google,Philadelphia Eagles championship parade. Super Bowl champs 2018. Need I say anymore🦅🏈👏🏽👏🏽👏🏽🏆,positive
1521892169122,google,"(Translated by Google) Fun

(Original)
Divertido",positive
1522010302348,google,Nice place.,positive
1522102906605,google,Come and visit,positive
1522125725240,google,Its a nice place. To visit wen the weather warm,positive
1522267103467,google,Great place to be in summer days,positive
1522358106441,google,So small. I thought this was an actual Park. Disappointed. The only thing to do is take one pic under the love sign. Parking sucks. Don't believe the hype.,negative
1522338059323,google,Landmark,neutral
1522603095405,google,There's usually something going on here.,neutral
1522638699678,google,Was better b4 the renovation,negative
1522711788749,google,I don't care for the redesigned park. Of course one must still go there for a photo op.,negative
1522631741743,google,"(Translated by Google) A must take pictures

(Original)
Ein muss zum Bilder machen",positive
1522770190831,google,Just a big empty city block now. Horrible redesign,negative
1522843706598,google,"Great park in every way except for when the local Philadelphia police chase away everyone that is skating, and then in doing so scare away every one else in the process. The police seem to be the local park bullies compared to being the babysitters. I dislike how they work and plan to take action in 2018.",negative
1522958170107,google,"(Translated by Google) If you like the landscape with big buildings visit it

(Original)
Si te gusta el paisaje co grandes edificios visitalo",positive
1523036058266,google,It's no longer up do to capitalists,negative
1523050906785,google,The fountain is gone! They shouldn't have gotten rid of it. The place is dull without it!,negative
1523101351096,google,Love it,positive
1523160145963,google,Horrible cement benches to low to the ground for seniors,negative
1523216353197,google,Seemed a temporary installation.,neutral
1523413840038,google,There for Philly Fashion Week,positive
1523480991352,google,"(Translated by Google) A beautiful park in the middle of the city. Surrounded by all the buildings in the city.
The LOVE sculpture in John F. Kennedy Square is one of the favorite places to take photos, both for tourists and those who live in Philadelphia.
So famous is the statue that the square is commonly called ""LOVE Park"" and most do not know its true name.
John F. Kennedy Plaza was built in 1965 above an underground parking lot and was later expanded with the addition of beautifully curved granite steps and a majestic fountain.
The iconic Robert Indiana statue of LOVE was only installed in 1776, during the bicentennial events in 1976, but two years later it was removed. Due to its immense popularity, the sculpture returned to the plaza definitively later.
Aside from being a good place to take photos, near the sculpture is the Fairmount Park Welcome Center and a gift shop.

(Original)
Un parque precioso en medio de la ciudad. Rodeado por todos los edificios de la ciudad.
La escultura LOVE, de la plaza John F. Kennedy, es uno de los lugares preferidos para tomarse fotos, tanto por los turistas como quienes viven en Filadelfia.
Tan famosa es la estatua que la plaza es llamada comúnmente “LOVE Park” y la mayoría desconoce su verdadero nombre.
La plaza John F. Kennedy fue construida en 1965 sobre un estacionamiento subterráneo y luego fue ampliada con la adición de escalones de granito bellamente curvados y una majestuosa fuente.
La icónica estatua AMOR de Robert Indiana fue instalada recién en 1776, durante los actos del bicentenario en 1976, pero dos años más tarde fue removida. Debido a su inmensa popularidad, la escultura regresó tiempo más tarde a la plaza en forma definitiva.
Aparte de ser un buen lugar para tomar fotos, cerca de la escultura se ubica el Centro de Bienvenida Fairmount Park y una tienda de regalos.",positive
1523545354933,google,Under construction,neutral
1523657501101,google,Met some lovely people from New Orleans!,positive
1523629134473,google,The food is good,positive
1523730671884,google,"Good location, good pricing but no direction on how to use your prepaid voucher. We used the customer service button on the pay machines twice, and after hearing an easy to understand message, wecwere connected with a person who we couldn't understand because of the poor interim sysyem.",negative
1523678115311,google,Nice place to take pictures.,positive
1523730211665,google,Nice spot on vacation,positive
1523737646151,google,Very nice place to visit,positive
1523733816036,google,Public park,neutral
1523775455108,google,I  enjoy the place,positive
1523875157269,google,Nice warm day to take iconic LOVE photo with a friend!,positive
1523840391259,google,Love park is beautiful!,positive
1524023266608,google,New and improved and not an eyesore anymore.💗,positive
1524023200920,google,A Philly landmark,positive
1524103185401,google,Fun,positive
1524171306421,google,It's one Philly many to visited. You walk around and see some of other attractions within Center City.,neutral
1524200368729,google,Philadelphia nice city )),positive
1524493462355,google,Just plain beautiful.,positive
1524513479088,google,"(Translated by Google) Fun

(Original)
Divertido",positive
1524576366161,google,Don't like the new construction. Not enough green space. Looking forward to seeing the fountain once it's up and running. Maybe I will like it better then.,negative
1524589948874,google,"Not much to do when it's cold. When the fountain will be turned on, it will be more fun.",neutral
1524580882823,google,It's great,positive
1524661697553,google,It's a nice place for a photo opt,positive
1524700494125,google,Good one,positive
1524762492930,google,"Great location for a ""Philly Photo""! It may be a little line but it's good to have someone to take a picture of the entire group, if you ask politely of course.",positive
1524776688980,google,What a beautiful city.,positive
1524784859834,google,Great time,positive
1524868842638,google,Small open park designed around the Love statue. Not much to do except relax.,positive
1525038095071,google,A centrally located park with Robert Indiana’s Love sculpture as the main focus. The area is great for people watching and taking photos.,positive
1525122351539,google,I got propose there on Valentine's day,positive
1525057684512,google,Must see if you have time. Great view of the Parkway and City Hall,positive
1525129090605,google,Ok,neutral
1525050702269,google,Is beautiful,positive
1525215857582,google,Great Christmas Market.,positive
1525140671269,google,"They have red chairs and tables to take a rest and view the city movement. Also a space with lawn and some little trees. The famous ""Love"" inscription is on one of the park's corner, you should probably take a photo there :) it's a well located place to take some rest.",positive
1525210161756,google,"Visited during annual Philly science fest.
Must visit to click pics...",positive
1525176115132,google,Very sweet place 💕💕💕,positive
1525240119059,google,Nice but no parking for a quick picture,neutral
1525303559993,google,"Love Park is awesome, y'all have a good time.",positive
1525295337721,google,Nothing there to see except a small love sign very overrated,negative
